Date,Close
2010-01-04,12.878360748291016
2010-01-05,12.750123977661133
2010-01-06,12.7216215133667
2010-01-07,12.728750228881836
2010-01-08,12.664627075195312
2010-01-11,12.873607635498047
2010-01-12,12.997099876403809
2010-01-13,13.063586235046387
2010-01-14,12.873607635498047
2010-01-15,12.747747421264648
2010-01-19,12.830862045288086
2010-01-20,12.790495872497559
2010-01-21,12.567256927490234
2010-01-22,12.572012901306152
2010-01-25,12.557765007019043
2010-01-26,12.731122970581055
2010-01-27,12.681254386901855
2010-01-28,12.493648529052734
2010-01-29,12.688375473022461
2010-02-01,12.700250625610352
2010-02-02,12.702628135681152
2010-02-03,12.887859344482422
2010-02-04,12.579136848449707
2010-02-05,12.69312858581543
2010-02-08,12.569637298583984
2010-02-09,12.645631790161133
2010-02-10,12.643256187438965
2010-02-11,12.60525894165039
2010-02-12,12.562512397766113
2010-02-16,12.719249725341797
2010-02-17,12.837995529174805
2010-02-18,12.697876930236816
2010-02-19,12.702628135681152
2010-02-22,12.783364295959473
2010-02-23,12.733498573303223
2010-02-24,12.804738998413086
2010-02-25,12.859356880187988
2010-02-26,12.840361595153809
2010-03-01,12.799993515014648
2010-03-02,12.726373672485352
2010-03-03,12.742995262145996
2010-03-04,12.814240455627441
2010-03-05,12.856986045837402
2010-03-08,12.859356880187988
2010-03-09,12.837995529174805
2010-03-10,12.80765151977539
2010-03-11,12.888859748840332
2010-03-12,12.872140884399414
2010-03-15,13.235137939453125
2010-03-16,13.371260643005371
2010-03-17,13.354545593261719
2010-03-18,13.359321594238281
2010-03-19,13.216028213500977
2010-03-22,13.2829008102417
2010-03-23,13.347378730773926
2010-03-24,13.273348808288574
2010-03-25,13.280511856079102
2010-03-26,13.256630897521973
2010-03-29,13.311556816101074
2010-03-30,13.352152824401855
2010-03-31,13.278127670288086
2010-04-01,13.251853942871094
2010-04-05,13.251853942871094
2010-04-06,13.261404037475586
2010-04-07,13.201704025268555
2010-04-08,13.225582122802734
2010-04-09,13.151552200317383
2010-04-12,13.139605522155762
2010-04-13,13.067963600158691
2010-04-14,13.048855781555176
2010-04-15,12.927063941955566
2010-04-16,12.922290802001953
2010-04-19,12.989155769348145
2010-04-20,13.0201997756958
2010-04-21,13.008262634277344
2010-04-22,13.013038635253906
2010-04-23,13.022591590881348
2010-04-26,12.905570983886719
2010-04-27,12.905570983886719
2010-04-28,12.802881240844727
2010-04-29,12.824374198913574
2010-04-30,12.810047149658203
2010-05-03,12.833927154541016
2010-05-04,12.900794982910156
2010-05-05,13.079899787902832
2010-05-06,12.71213436126709
2010-05-07,12.513915061950684
2010-05-10,12.556902885437012
2010-05-11,12.528241157531738
2010-05-12,12.605829238891602
2010-05-13,12.5866117477417
2010-05-14,12.519352912902832
2010-05-17,12.665875434875488
2010-05-18,12.90128231048584
2010-05-19,12.740342140197754
2010-05-20,12.322388648986816
2010-05-21,12.339200973510742
2010-05-24,12.250327110290527
2010-05-25,12.077381134033203
2010-05-26,12.014927864074707
2010-05-27,12.178268432617188
2010-05-28,12.144638061523438
2010-06-01,12.231111526489258
2010-06-02,12.423274993896484
2010-06-03,12.423274993896484
2010-06-04,12.106207847595215
2010-06-07,12.18787670135498
2010-06-08,12.197481155395508
2010-06-09,12.247929573059082
2010-06-10,12.303169250488281
2010-06-11,12.216700553894043
2010-06-14,12.307978630065918
2010-06-15,12.404058456420898
2010-06-16,12.245525360107422
2010-06-17,12.348811149597168
2010-06-18,12.382441520690918
2010-06-21,12.255131721496582
2010-06-22,12.1734619140625
2010-06-23,12.204690933227539
2010-06-24,12.017334938049316
2010-06-25,11.721883773803711
2010-06-28,11.906844139099121
2010-06-29,11.745901107788086
